Column1.1,Column1.2,Column1.3,Column1.4,Column1.5
ervatamines,ervatamine C,,,
ervatamines,ervatamine D,,,
ervatamines,ervatamine E,,,
ervatamines,ervatamine F,,,
ervatamines,ervatamine G,,,
ervatamines,ervatamine H,,,
ervatamines,ervatamine I,,,
Isocyano and Isothiocyanato Sesquiterpenes from Phyllidia ocellata,"(+)-(1S,2S,5S,6S,7R,8S)-13-Isocyanocubebane",,,
Isocyano and Isothiocyanato Sesquiterpenes from Phyllidia ocellata,"(+)-(1S,4R,5S,10S)-4,5-Epi-10-isocyanoisodauc-6-ene",,,
Isocyano and Isothiocyanato Sesquiterpenes from Phyllidia ocellata,"(âˆ’)-(1S,2R,5R,8R)-1-Isothiocyanatoepicaryolane",,,
Isocyano and Isothiocyanato Sesquiterpenes from Phyllidia ocellata,"(âˆ’)-(1S,5S,8R)-2-Formamidoclovene",,,
Isocyano and Isothiocyanato Sesquiterpenes from Phyllidia ocellata,"(âˆ’)-(1S,5S,8R)-2-Isocyanoclovane",,,
Isocyano and Isothiocyanato Sesquiterpenes from Phyllidia ocellata,"(âˆ’)-(1S,5S,8R)-2-Isocyanoclovene",,,
jadomycin 4-amino-l-phenylalanines,Jadomycin 4-Amino-l-phenylalanine Naphthoxyacetylamide,,,
jadomycin 4-amino-l-phenylalanines,Jadomycin 4-Amino-l-phenylalanine Nonoylamide,,,
jadomycin 4-amino-l-phenylalanines,Jadomycin 4-Amino-l-phenylalanine Phenoxyacetylamide,,,
jadomycin 4-amino-l-phenylalanines,jadomycin 4-amino-l-phenylalanine,,,
Lumiquinone A,Lumiquinone A,,,
luzonicosides,luzonicoside A,,,
luzonicosides,luzonicoside B,,,
luzonicosides,luzonicoside C,,,
luzonicosides,luzonicoside D,,,
luzonicosides,luzonicoside E,,,
luzonicosides,luzonicoside F,,,
Neopetrosides,Neopetroside A,,,
Neopetrosides,Neopetroside B,,,
nodulisporiviridins,nodulisporiviridin A,,,
nodulisporiviridins,nodulisporiviridin B,,,
nodulisporiviridins,nodulisporiviridin C,,,
nodulisporiviridins,nodulisporiviridin D,,,
nodulisporiviridins,nodulisporiviridin E,,,
nodulisporiviridins,nodulisporiviridin F,,,
nodulisporiviridins,nodulisporiviridin G,,,
nodulisporiviridins,nodulisporiviridin H,,,
suncheonosides,suncheonoside A,,,
suncheonosides,suncheonoside B,,,
suncheonosides,suncheonoside C,,,
suncheonosides,suncheonoside D,,,
tricalysins,tricalysin A,,,
tricalysins,tricalysin B,,,
tricalysins,tricalysin C,,,
tricalysins,tricalysin D,,,
tricalysins,tricalysin E,,,
tricalysins,tricalysin F,,,
tricalysins,tricalysin G,,,
tricalysins,tricalysin H,,,
venulosides,venuloside C,,,
venulosides,venuloside D,,,
vitexolides,12-epivitexolide A,,,
vitexolides,vitexolide A,,,
vitexolides,vitexolide B,,,
vitexolides,vitexolide C,,,
vitexolides,vitexolin A,,,
vitexolides,vitexolin E,,,
(Â±)-subaveniumins,(Â±)-subaveniumin A,,,
(Â±)-subaveniumins,(Â±)-subaveniumin B,,,
3,5-Diarylpyrazole Derivatives  from Chrysanthemum indicum,"3-(3,4-Dihydroxyphenyl)-5-(2,6-dihydroxyphenyl)-1H-pyrazole",,
3,5-Diarylpyrazole Derivatives  from Chrysanthemum indicum,"3-(4-Hydroxy-3,5-dimethoxyphenyl)-5-(2,6-dihydroxyphenyl)-1H-pyrazole",,
3,5-Diarylpyrazole Derivatives  from Chrysanthemum indicum,"3-(4-Hydroxy-3-methoxyphenyl)-5-(2,6-dihydroxyphenyl)-1H-pyrazole",,
3,5-Diarylpyrazole Derivatives  from Chrysanthemum indicum,"3-(4-Hydroxyphenyl)-5-(2,6-dihydroxyphenyl)-1H-pyrazole",,
Acetate-Derived Metabolites from Lobophora variegata,Lobophopyranone A,,,
Acetate-Derived Metabolites from Lobophora variegata,Lobophopyranone B,,,
Acetate-Derived Metabolites from Lobophora variegata,Lobophorol A,,,
Acetate-Derived Metabolites from Lobophora variegata,Lobophorol B,,,
Acetate-Derived Metabolites from Lobophora variegata,Lobophorol C,,,
Acetate-Derived Metabolites from Lobophora variegata,Lobophorone A,,,
Acetate-Derived Metabolites from Lobophora variegata,Lobophorone B,,,
Acetate-Derived Metabolites from Lobophora variegata,Lobophorone C,,,
Acetate-Derived Metabolites from Lobophora variegata,Lobophorone D,,,
Acetate-Derived Metabolites from Lobophora variegata,Lobophorone E,,,
columbamides,columbamide A,,,
columbamides,columbamide B,,,
columbamides,columbamide C,,,
cynotophyllosides,cynotophylloside A,,,
cynotophyllosides,cynotophylloside B,,,
cynotophyllosides,cynotophylloside C,,,
cynotophyllosides,cynotophylloside D,,,
cynotophyllosides,cynotophylloside E,,,
cynotophyllosides,cynotophylloside F,,,
Cystophloroketal,Cystophloroketal A,,,
Cystophloroketal,Cystophloroketal B,,,
Cystophloroketal,Cystophloroketal C,,,
Cystophloroketal,Cystophloroketal D,,,
Cystophloroketal,Cystophloroketal E,,,
Daphnane Diterpenoid Orthoesters and Polycephalones from Gnidia polycephala,"()-2Î²,6Î±-Dihydroxy-1Î²H,7Î±H,10Î±H-guaia-4,11-(12)-dien-3-one",,,
Daphnane Diterpenoid Orthoesters and Polycephalones from Gnidia polycephala,"()-2Î²-Hydroxy-1Î²H,7Î±H,10Î±H-guaia-4,11-(12)-dien-3-one",,,
Daphnane Diterpenoid Orthoesters and Polycephalones from Gnidia polycephala,(+)-Polycephalone A,,,
Daphnane Diterpenoid Orthoesters and Polycephalones from Gnidia polycephala,(+)-Polycephalone B,,,
Daphnane Diterpenoid Orthoesters and Polycephalones from Gnidia polycephala,(+)-Yuanhuacine A,,,
Daphnane Diterpenoid Orthoesters and Polycephalones from Gnidia polycephala,(+)-Yuanhuacine B,,,
Granulosides,Granuloside methylated 1a in C6D6,,,
Granulosides,Granuloside methylated 1a in CDCl3,,,
Granulosides,Granuloside methylated 1b,,,
Granulosides,Granuloside,,,
Haemodorum spicatum derived compounds,haemodordiol,,,
Haemodorum spicatum derived compounds,haemodordione,,,
Haemodorum spicatum derived compounds,haemodoronol,,,
Haemodorum spicatum derived compounds,haemoxiphidone,,,
Indole Alkaloids from Chaetomium globosum,chaetocochin J,,,
Indole Alkaloids from Chaetomium globosum,chaetoglobinol A,,,
Indolocarbazoles from Actinomadura melliaura ATCC 39691,AT2433-A1,,,
Indolocarbazoles from Actinomadura melliaura ATCC 39691,AT2433-A3,,,
Indolocarbazoles from Actinomadura melliaura ATCC 39691,AT2433-A4,,,
Indolocarbazoles from Actinomadura melliaura ATCC 39691,AT2433-A5,,,
Indolocarbazoles from Actinomadura melliaura ATCC 39691,AT2433-B3,,,
Indolocarbazoles from Actinomadura melliaura ATCC 39691,BMY-41219,,,
Indolocarbazoles from Actinomadura melliaura ATCC 39691,harman,,,
isosideroxylin,isosideroxylin,,,
Koumine, Humantenine,and Yohimbane Alkaloids from Gelsemium elegans,(19S)-Hydroxydihydrokoumine N-4-oxide,
Koumine, Humantenine,and Yohimbane Alkaloids from Gelsemium elegans,"11-Methoxy-19,20Î±-dihydroxydihydrorankinidin",
Koumine, Humantenine,and Yohimbane Alkaloids from Gelsemium elegans,"1Î²,20Î±-Dihydroxydihydrorankinidine",
Koumine, Humantenine,and Yohimbane Alkaloids from Gelsemium elegans,21Î±-Hydroxylkoumine  and 21Î²-hydroxylkoumine mixture,
Koumine, Humantenine,and Yohimbane Alkaloids from Gelsemium elegans,N-4-Demethyl-21-dehydrokoumine,
Koumine, Humantenine,and Yohimbane Alkaloids from Gelsemium elegans,Norhumantenine A,
Koumine, Humantenine,and Yohimbane Alkaloids from Gelsemium elegans,seco-Semperviroic acid,
Koumine, Humantenine,and Yohimbane Alkaloids from Gelsemium elegans,Sempervirine,
Koumine, Humantenine,and Yohimbane Alkaloids from Gelsemium elegans,Sempervirinoxide,
Macropidia fuliginosa derived compounds,2-Phenylnaphthalic anhydride,,,
Macropidia fuliginosa derived compounds,Anigorufone,,,
Macropidia fuliginosa derived compounds,fuliginol and 3-chlorofuliginol,,,
Macropidia fuliginosa derived compounds,fuliginol,,,
Macropidia fuliginosa derived compounds,fuliginone,,,
Macropidia fuliginosa derived compounds,fuliginosin A,,,
Macropidia fuliginosa derived compounds,fuliginosin B,,,
Macropidia fuliginosa derived compounds,fuliginosone,,,
macropteranthol,macropteranthol,,,
Matrine-Type Alkaloids from Sophora tonkinensis,(+)-5Î±-hydroxylemannine,,,
Matrine-Type Alkaloids from Sophora tonkinensis,(+)-5Î±-hydroxyoxysophocarpine,,,
Matrine-Type Alkaloids from Sophora tonkinensis,(-)-12Î²-hydroxyoxysophocarpine,,,
Metabolites from Diaporthe sp. SNB-GSS10,enamidin,,,
Metabolites from Diaporthe sp. SNB-GSS10,eremofortin F,,,
Sesquiterpenes and Lignans from Xanthium sibiricum,(âˆ’)-7â€²-Dehydrosismbrifolin,,,
Sesquiterpenes and Lignans from Xanthium sibiricum,Norxanthantolide A,,,
Sesquiterpenes and Lignans from Xanthium sibiricum,Norxanthantolide B,,,
Sesquiterpenes and Lignans from Xanthium sibiricum,Norxanthantolide C,,,
Sesquiterpenes and Lignans from Xanthium sibiricum,Norxanthantolide D,,,
Sesquiterpenes and Lignans from Xanthium sibiricum,Norxanthantolide E,,,
Sesquiterpenes and Lignans from Xanthium sibiricum,Norxanthantolide F,,,
Sesquiterpenes and Lignans from Xanthium sibiricum,Sibirolide A,,,
Sesquiterpenes and Lignans from Xanthium sibiricum,Sibirolide B,,,
sessilifols,sessilifol A,,,
sessilifols,sessilifol B,,,
sessilifols,sessilifol C,,,
sessilifols,sessilifol D,,,
sessilifols,sessilifol E,,,
sessilifols,sessilifol G,,,
sessilifols,sessilifol H,,,
sessilifols,sessilifol J,,,
sessilifols,sessilifol M,,,
sessilifols,sessilifol N,,,
sessilifols,sessilifol O,,,
sessilifols,sessilifol P,,,
sessilifols,sessilifol Q,,,
Thaixylomolins,12-Deacetylxyloccensin U,,,
Thaixylomolins,2-O-Acetyl-2-dehydroxy-12-deacetylxyloccensin U,,,
Thaixylomolins,6-O-Acetyl-2Î±-hydroxymexicanolide,,,
Thaixylomolins,6-O-Acetyl-6-dehydroxymoluccensin T,,,
Thaixylomolins,Thaixylomolin G,,,
Thaixylomolins,Thaixylomolin H,,,
Thaixylomolins,Thaixylomolin I,,,
Thaixylomolins,Thaixylomolin J,,,
Thaixylomolins,Thaixylomolin K,,,
Thaixylomolins,Thaixylomolin L,,,
Thaixylomolins,Thaixylomolin M,,,
Thaixylomolins,Thaixylomolin N,,,
Trihydroxyalkylcyclohexenones from Pleiogynium timoriense,2,,,
Trihydroxyalkylcyclohexenones from Pleiogynium timoriense,3,,,
1,16-oxyguttiferone A,"1,16-oxyguttiferone A",,
19-nor-lanosta-5(10),6,8,24-tetraene-1Î±,3Î²
amantelides,amantelide A,,,
amantelides,amantelide B,,,
amantelides,peracetyl-amantelide A,,,
anti cancer compounds from Silphium laciniatum,1,,,
anti cancer compounds from Silphium laciniatum,19,,,
anti cancer compounds from Silphium laciniatum,2,,,
anti cancer compounds from Silphium laciniatum,20,,,
anti cancer compounds from Silphium laciniatum,21,,,
anti cancer compounds from Silphium laciniatum,9,,,
anti cancer compounds from Silphium laciniatum,Ginsenoside Ro Sulfate,,,
anti cancer compounds from Silphium laciniatum,Silphandiol A,,,
anti cancer compounds from Silphium laciniatum,Silphandiol B,,,
anti cancer compounds from Silphium laciniatum,Silphandiol C,,,
anti cancer compounds from Silphium laciniatum,Silphandiol D,,,
anti cancer compounds from Silphium laciniatum,Silphandiol E,,,
anti cancer compounds from Silphium laciniatum,Silphanolic Acid A,,,
anti cancer compounds from Silphium laciniatum,Silphanolic Acid B,,,
anti cancer compounds from Silphium laciniatum,Silphanolic Acid C,,,
anti cancer compounds from Silphium laciniatum,Silphanolic Acid D,,,
anti cancer compounds from Silphium laciniatum,Silphasqualol A,,,
anti cancer compounds from Silphium laciniatum,Silphasqualol B,,,
anti cancer compounds from Silphium laciniatum,Silphasqualol C,,,
anti cancer compounds from Silphium laciniatum,Silphasqualol D,,,
anti cancer compounds from Silphium laciniatum,Silphioside F,,,
anti cancer compounds from Silphium laciniatum,Î±-Silphanepoxol Acetate,,,
anti cancer compounds from Silphium laciniatum,Î±-Silphanepoxol,,,
anti cancer compounds from Silphium laciniatum,Î²-Silphanepoxol Acetate,,,
cystochromones,7-OMe-cystochromone D di-(R)-MTPA ester,,,
cystochromones,7-OMe-cystochromone D di-(S)-MTPA ester,,,
cystochromones,cystochromone A,,,
cystochromones,cystochromone B,,,
cystochromones,cystochromone C,,,
cystochromones,cystochromone D,,,
cystochromones,cystochromone E,,,
cystochromones,cystochromone F,,,
cystochromones,cystochromone G,,,
dirchromones,"6,7-Dimethoxydirchromone",,,
dirchromones,6-Hydroxy-7-methoxydirchromone,,,
dirchromones,6-Hydroxydirchromone,,,
dirchromones,6-Methoxydirchromone,,,
dirchromones,"7,8-Dimethoxydirchromone",,,
dirchromones,7-Methoxydirchromone,,,
dirchromones,8-Hydroxy-7-methoxydirchromone,,,
dirchromones,Dirchromone,,,
dysoxylumosins,dysoxylumosin A,,,
dysoxylumosins,dysoxylumosin B,,,
dysoxylumosins,dysoxylumosin C,,,
dysoxylumosins,dysoxylumosin D,,,
dysoxylumosins,dysoxylumosin E,,,
dysoxylumosins,dysoxylumosin F,,,
dysoxylumosins,dysoxylumosin G,,,
dysoxylumosins,dysoxylumosin H,,,
dysoxylumosins,dysoxylumosin J,,,
dysoxylumosins,dysoxylumosin K,,,
dysoxylumosins,dysoxylumosin L,,,
dysoxylumosins,dysoxylumosin M,,,
flemingins,5â€²-O-methyl-3-hydroxyflemingin A,,,
flemingins,5â€²-O-methyl-flemingin C,,,
fujikurin D,fujikurin D,,,
Ganoderlactones and ganodernoids,Ganoderlactone A,,,
Ganoderlactones and ganodernoids,Ganoderlactone B,,,
Ganoderlactones and ganodernoids,Ganoderlactone C,,,
Ganoderlactones and ganodernoids,Ganoderlactone D,,,
Ganoderlactones and ganodernoids,Ganoderlactone E,,,
Ganoderlactones and ganodernoids,Ganodernoid A,,,
Ganoderlactones and ganodernoids,Ganodernoid B,,,
Ganoderlactones and ganodernoids,Ganodernoid C,,,
Ganoderlactones and ganodernoids,Ganodernoid D,,,
Ganoderlactones and ganodernoids,Ganodernoid E,,,
Ganoderlactones and ganodernoids,Ganodernoid F,,,
Ganoderlactones and ganodernoids,Ganodernoid G,,,
ganoleucoins,ganoleucoin A,,,
ganoleucoins,ganoleucoin B,,,
ganoleucoins,ganoleucoin C,,,
ganoleucoins,ganoleucoin D,,,
ganoleucoins,ganoleucoin E,,,
ganoleucoins,ganoleucoin F,,,
ganoleucoins,ganoleucoin G,,,
ganoleucoins,ganoleucoin H,,,
ganoleucoins,ganoleucoin I,,,
ganoleucoins,ganoleucoin J,,,
ganoleucoins,ganoleucoin K,,,
ganoleucoins,ganoleucoin L,,,
ganoleucoins,ganoleucoin M,,,
ganoleucoins,ganoleucoin N,,,
ganoleucoins,ganoleucoin O,,,
ganoleucoins,ganoleucoin P,,,
Geleganidines,14Î±-hydroxyelegansamine,,,
Geleganidines,14Î±-hydroxygelsamydine,,,
Geleganidines,gelsebamine,,,
Geleganidines,gelsebanine,,,
Guaianolides and a seco-Eudesmane from Leucophyta brownii,"4Î±,10Î²-Dihydroxy-5Î±H-1,11(13)-guaidien-8Î²,12-olide",,,
Guaianolides and a seco-Eudesmane from Leucophyta brownii,"4Î±-Hydroxy-1Î±,2Î±-epoxy-5Î±H,10Î±H-11(13)-guaien-8Î²,12-olide",,,
Guaianolides and a seco-Eudesmane from Leucophyta brownii,"4Î±-Hydroxy-5Î±H,10Î±H-1,11(13)-guaidien-8Î²,12-olide",,,
Guaianolides and a seco-Eudesmane from Leucophyta brownii,calocephalin,,,
Guaianolides and a seco-Eudesmane from Leucophyta brownii,leucophytalin A,,,
Guaianolides and a seco-Eudesmane from Leucophyta brownii,leucophytalin B,,,
Guaianolides and a seco-Eudesmane from Leucophyta brownii,leucophytalin C,,,
Guaianolides and a seco-Eudesmane from Leucophyta brownii,pseudoivalin acetate,,,
Guaianolides and a seco-Eudesmane from Leucophyta brownii,pseudoivalin,,,
Guaianolides and a seco-Eudesmane from Leucophyta brownii,tomentosin,,,
Hispidulins,"2-Hydroxy-3-methoxy-4,6-bis(methoxymethoxy)acetophenone",,,
Hispidulins,"6-Hydroxy-3-methoxy-2,4-bis(methoxymethoxy)acetophenone",,,
Hispidulins,hispidulin,,,
kadcoccinic acids,kadcoccinic acid A,,,
kadcoccinic acids,kadcoccinic acid B,,,
kadcoccinic acids,kadcoccinic acid C,,,
kadcoccinic acids,kadcoccinic acid D,,,
kadcoccinic acids,kadcoccinic acid E,,,
kadcoccinic acids,kadcoccinic acid F,,,
kadcoccinic acids,kadcoccinic acid G,,,
kadcoccinic acids,kadcoccinic acid H,,,
kadcoccinic acids,kadcoccinic acid I,,,
kadcoccinic acids,kadcoccinic acid J,,,
l-Digitoxosyl-phenanthroviridin,l-Digitoxosyl-phenanthroviridin ,,,
l-Digitoxosyl-phenanthroviridin,l-Digitoxosyl-phenanthroviridin expanded,,,
lysobacteramides,lysobacteramide A,,,
lysobacteramides,lysobacteramide B,,,
Neolignans from Aristolochia fordiana,1,,,
Neolignans from Aristolochia fordiana,10,,,
Neolignans from Aristolochia fordiana,2,,,
Neolignans from Aristolochia fordiana,3,,,
Neolignans from Aristolochia fordiana,4,,,
Neolignans from Aristolochia fordiana,6,,,
Neolignans from Aristolochia fordiana,7,,,
Neolignans from Aristolochia fordiana,9,,,
Notoginsenosides,Notoginsenoside SP1,,,
Notoginsenosides,Notoginsenoside SP10,,,
Notoginsenosides,Notoginsenoside SP11,,,
Notoginsenosides,Notoginsenoside SP12,,,
Notoginsenosides,Notoginsenoside SP13,,,
Notoginsenosides,Notoginsenoside SP14,,,
Notoginsenosides,Notoginsenoside SP15,,,
Notoginsenosides,Notoginsenoside SP16,,,
Notoginsenosides,Notoginsenoside SP17,,,
Notoginsenosides,Notoginsenoside SP18,,,
Notoginsenosides,Notoginsenoside SP2,,,
Notoginsenosides,Notoginsenoside SP3,,,
Notoginsenosides,Notoginsenoside SP4,,,
Notoginsenosides,Notoginsenoside SP5,,,
Notoginsenosides,Notoginsenoside SP6,,,
Notoginsenosides,Notoginsenoside SP7,,,
Notoginsenosides,Notoginsenoside SP8,,,
Notoginsenosides,Notoginsenoside SP9,,,
pararubins,pararubin A,,,
pararubins,pararubin B,,,
pararubins,pararubin C,,,
pararubins,pararubin D,,,
pararubins,pararubin E,,,
pararubins,pararubin F,,,
pararubins,pararubin G,,,
pararubins,pararubin H,,,
pararubins,pararubin I,,,
pararubins,pararubin J,,,
pararubins,pararubin K,,,
pararubins,pararubin L,,,
pararubins,pararubin M,,,
pararubins,pararubin N,,,
pararubins,pararubin O,,,
pararubins,pararubin P,,,
pararubins,pararubin Q,,,
pararubins,pararubin R,,,
pararubins,pararubin S,,,
pararubins,pararubin T,,,
pararubins,pararubin U,,,
pararubins,pararubin V,,,
Polyketides from Penicillium sp. HN29-3B1,"4â€²-(S)-(3,5-Dihydroxyphenyl)-4â€²-hydroxy-6â€²-methylcyclopent-1â€²-en-5â€²-one",,,
Polyketides from Penicillium sp. HN29-3B1,"6â€²-Methyl-[1,1â€²-biphenyl]-3,3â€²,4â€²,5-tetraol",,,
Polyketides from Penicillium sp. HN29-3B1,Penicidone D,,,
Polyketides from Penicillium sp. HN29-3B1,Pinazaphilone A,,,
Polyketides from Penicillium sp. HN29-3B1,Pinazaphilone B,,,
scapairrins,scapairrin A,,,
scapairrins,scapairrin B,,,
scapairrins,scapairrin C,,,
scapairrins,scapairrin D,,,
scapairrins,scapairrin E,,,
scapairrins,scapairrin F,,,
scapairrins,scapairrin G,,,
scapairrins,scapairrin H,,,
scapairrins,scapairrin I,,,
scapairrins,scapairrin J,,,
scapairrins,scapairrin K,,,
scapairrins,scapairrin L,,,
scapairrins,scapairrin M,,,
scapairrins,scapairrin N,,,
scapairrins,scapairrin O,,,
scapairrins,scapairrin P,,,
scapairrins,scapairrin Q,,,
toussaintines,cis-toussaintine E,,,
toussaintines,toussaintine A,,,
toussaintines,toussaintine C,,,
toussaintines,toussaintine D,,,
toussaintines,toussaintine F,,,
toussaintines,toussaintine G,,,
toussaintines,trans-toussaintine E,,,
(Â±)-Acortatarinowins,(Â±)-Acortatarinowin A,,,
(Â±)-Acortatarinowins,(Â±)-Acortatarinowin B,,,
(Â±)-Acortatarinowins,(Â±)-Acortatarinowin C,,,
(Â±)-Acortatarinowins,(Â±)-Acortatarinowin D,,,
(Â±)-Acortatarinowins,(Â±)-Acortatarinowin E,,,
(Â±)-Acortatarinowins,(Â±)-Acortatarinowin F,,,
atriplexins,atriplexin I,,,
atriplexins,atriplexin II,,,
atriplexins,atriplexin III,,,
Citrifelins,Citrifelin A,,,
Citrifelins,Citrifelin B,,,
Dimeric Acremines from Acremonium persicinum,acremine T,,,
Dimeric Acremines from Acremonium persicinum,bisacremine A,,,
Dimeric Acremines from Acremonium persicinum,bisacremine B,,,
Dimeric Acremines from Acremonium persicinum,bisacremine C,,,
Guignarderemophilanes,Guignardene A,,,
Guignarderemophilanes,Guignarderemophilane A,,,
Guignarderemophilanes,Guignarderemophilane B,,,
Guignarderemophilanes,Guignarderemophilane C,,,
Guignarderemophilanes,Guignarderemophilane D,,,
Guignarderemophilanes,Guignarderemophilane E,,,
Guignarderemophilanes,Guignarlactone A,,,
Macranthins,",6,15-Triacetylmacranthin F",,,
Macranthins,19-O-Deacetylsiomacranthin A,,,
Macranthins,"3,6-Diacetylmacranthin F",,,
Macranthins,3-O-Acetylmacranthin A,,,
Macranthins,5-O-Deacetylmacranthin D,,,
Macranthins,"6,15-Diacetylmacranthin F",,,
